name	TCGA-DB-5281	TCGA-E1-5304	TCGA-CS-4944	TCGA-DB-5274	TCGA-DH-5140	TCGA-E1-5311	TCGA-CS-5390	TCGA-DB-5275	TCGA-DH-5141	TCGA-E1-5318
ZKSCAN2	0.0167	0.557	0.1231	0.1095	0.541	-0.076	0.1885	0.3036	0.1451	0.3341
C5orf35	-1.158	-1.1668	-1.3026	-0.7096	-0.501	-1.398	-0.8004	-0.7656	-0.559	-0.2782
ANKS3	-0.42	-0.432	-1.1936	-0.376	0.3412	-0.3444	-0.1498	0.5392	-0.9178	-1.0854
RBM28	-1.4122	-0.8768	-2.4102	-1.4916	-1.2694	-1.783	-1.6726	-0.7398	-2.3686	-1.9206
DKFZP586P0123	-1.09916666667	-0.648	-1.2395	-1.56933333333	-1.24366666667	-1.413	-1.58733333333	-0.848833333333	-1.78216666667	-1.38166666667
HNRNPA1	0.740285714286	0.690285714286	0.950571428571	1.15357142857	0.638	1.32042857143	1.22914285714	0.0342857142857	0.594428571429	1.345
BCAS3	-0.850882352941	-1.01811764706	-0.458647058824	-1.38429411765	-0.800764705882	-0.683235294118	-1.01023529412	-0.601705882353	-1.14017647059	-1.27917647059
FLJ20184	0.000666666666667	0.163333333333	0.190333333333	-0.383	0.0873333333333	0.0396666666667	-0.167666666667	-0.0133333333333	0.220666666667	0.353333333333
POLA2	-1.890625	-0.30325	-2.025125	-1.213625	-1.171	-1.9935	-1.40075	-1.97125	-2.1835	-2.08025
TMC7	-0.162125	0.190875	-0.47125	0.6905	-0.59025	-0.39775	0.600875	-0.368625	0.279	-0.10525
HSD17B6	1.532	0.467333333333	2.23533333333	2.37266666667	1.049	2.38866666667	0.970666666667	0.670333333333	2.661	2.73033333333
ZNF658B	0.978	1.474625	1.72875	1.753375	1.45025	1.892375	1.2995	1.29175	1.7005	1.0735
TTTY10	0.599125	0.555	0.278375	0.267	0.124125	0.711375	0.2335	0.3445	0.8785	0.110625
RANBP9	0.105733333333	-0.4466	-0.634933333333	-0.521066666667	0.302	0.0438666666667	-0.198733333333	0.0467333333333	-0.488933333333	-0.3968
CPNE7	-2.1765	-2.862625	-2.573875	-2.8275	-2.901625	-2.2215	-2.81475	-2.628	-3.167125	-3.141625
EVL	0.238904761905	0.443380952381	-0.278476190476	-0.121761904762	-0.0435714285714	-0.0529523809524	-0.189095238095	0.309142857143	-0.240619047619	0.0878095238095
LNX1	0.756875	1.782	-0.732875	-0.8935	3.453	0.780375	1.79725	-1.0078125	-1.0361875	-0.353875
IFNA21	0.2265	0.185	0.168875	0.278875	0.086625	-0.386428571429	0.107285714286	-0.03825	0.1825	0.20625
CFD	-1.8462	-3.858	0.5098	-2.1054	-3.0594	-2.4534	-2.9908	-2.7568	-0.835	-2.6622
PYCARD	-1.507125	-2.478125	-0.728875	-1.6615	-1.58075	-2.372	-2.3225	-1.284625	-1.958375	-1.746
MYBPC2	-0.129	-1.655	-1.64533333333	-2.20933333333	-1.545	-1.15666666667	-1.78766666667	-1.693	-1.987	-2.02
ENPP3	-1.966625	-2.082	-2.738875	-2.71	-2.453	-2.03375	-2.967875	-1.91425	-1.8215	-2.167375
ACSL4	-0.234	-0.8912	-0.6888	-0.4068	-1.1568	-0.1722	-0.195	-0.8428	-0.7232	-0.2442
LOC440258	-1.24357142857	-1.20642857143	-1.83214285714	-1.05485714286	-1.16057142857	-1.60471428571	-0.853428571429	0.472428571429	-1.31985714286	-1.41214285714
TMEM176B	2.453875	1.62575	3.8815	2.466	2.393875	2.33775	2.717	3.409625	3.32075	1.484125
SOX2	4.1404	5.091	4.3531	4.0899	4.6687	4.3447	4.0509	4.7715	4.2192	4.5894
SCO1	-0.26	-0.813875	-0.472	-0.891875	-0.537375	-0.57075	-0.309625	-0.576875	-0.299	-0.23775
COMT	0.9432	-0.5574	1.2314	0.4038	0.814	0.7382	0.7302	0.7664	1.099	0.9522
AOC2	0.0116	0.0128	0.182	-0.0598	-0.0058	-0.0898	0.0488	0.1042	0.0322	0.1814
PDLIM5	1.23933333333	0.236166666667	1.80577777778	1.57922222222	2.02611111111	1.3555	1.63377777778	1.94966666667	2.40655555556	1.76772222222
SPHK2	1.81625	1.858375	1.00575	1.049125	1.860625	1.11025	1.028375	1.23775	1.232	1.041125
NXPH2	1.62066666667	1.48966666667	0.666	1.31733333333	1.03933333333	1.92366666667	0.662333333333	0.897	0.419	0.224666666667
GPR108	-0.294375	-0.06975	0.16375	-0.020625	-0.267875	-0.258875	-0.051375	-0.431625	-0.050375	-0.214625
RAD51L1	-0.753	-0.410125	-0.685375	-0.628875	-1.25375	-1.039625	-0.8995	-0.438125	-0.610375	-0.58
TMEM54	-0.4902	1.1844	1.4244	-0.0878	0.5892	-0.529	-0.6236	0.2076	-0.018	-0.1628
LETMD1	-0.519272727273	-1.47836363636	-0.331454545455	0.419545454545	-0.960090909091	0.374090909091	0.374181818182	-0.565909090909	-0.821272727273	-0.175090909091
SLC6A17	1.49783333333	0.172	0.5395	0.312333333333	0.323666666667	1.01166666667	0.283333333333	0.181333333333	0.546166666667	0.340166666667
KRT75	0.283333333333	-0.00633333333333	0.548	0.249	-0.0156666666667	0.451666666667	0.0233333333333	0.166	-0.578	-0.190333333333
STT3B	-1.458375	-1.7445	-1.8105	-1.3575	-1.843875	-1.672125	-1.44675	-1.703625	-1.634625	-1.509875
CD3EAP	-0.534625	-0.7805	-0.87225	-1.516375	-1.0075	-1.512125	-1.15325	-1.231375	-1.236875	-1.572625
TMEM63A	-1.1008	-1.0546	-0.1726	0.5226	-0.8464	-1.2606	0.3334	-0.7632	0.0568	-1.8462
DUSP13	-3.0106	-3.268	-2.9864	-3.2576	-3.4478	-2.926	-3.0706	-2.8622	-2.3994	-3.1078
CD1C	-2.136875	-2.6785	-2.500625	-2.224625	-2.894125	-2.759875	-2.49825	-2.470375	-2.231625	-2.68675
LASS2	-1.110625	-0.973625	-0.563875	-0.909875	-0.67925	-1.3	-0.852125	-1.28	-0.8455	-1.226875
AVP	0.078	0.0813333333333	1.573	0.568333333333	-0.25	-0.581333333333	-0.399	-0.100333333333	0.0796666666667	0.005
PITPNM1	-0.897545454545	-1.25454545455	-1.01909090909	-1.50854545455	-0.900636363636	-1.12672727273	-0.690272727273	-1.60245454545	-1.74681818182	-0.326090909091
FLJ22795	-0.485666666667	-2.22133333333	-0.907333333333	-0.235	0.418333333333	-0.684	0.258666666667	-0.562	0.416	-0.423333333333
MCTP1	-2.63433333333	-2.76866666667	-3.2235	-2.788	-2.67083333333	-2.635	-2.69566666667	-2.76033333333	-4.24616666667	-3.6145
TRIM68	1.14375	0.56975	1.192625	1.118	0.720875	1.1765	0.662875	0.181625	1.0785	0.955
UCK2	-2.101125	-1.49875	-2.679875	-1.46975	-1.78475	-1.727125	-1.40225	-1.8455	-2.156125	-1.495625
ABHD1	0.7826	-0.0552	1.486	0.075	0.556	0.2106	0.4806	0.3684	0.9694	-0.9424
FAM50A	-0.0284	-0.3414	0.112	-0.1716	-0.0256	0.0308	0.004	0.2202	0.0794	-0.6044
RNASEH1	-1.234625	-0.670875	-1.722	-1.44875	-1.5725	-1.492875	-1.224125	-1.493125	-1.74575	-1.897125
PCP2	-0.813875	-0.778625	-0.546625	-0.861625	-0.946375	-0.926625	-0.995875	-0.86325	-1.05125	-0.862625
OR52H1	0.0583333333333	0.553333333333	0.272333333333	0.321666666667	0.498666666667	0.587333333333	0.127666666667	0.0816666666667	0.0586666666667	0.532666666667
C20orf149	-0.9058	-0.6258	-1.3192	-1.4722	-0.8752	-1.4634	-1.3504	-1.3472	-1.3438	-1.6942
RBP5	-2.3005	-2.443875	-2.4125	-1.689625	-2.267375	-2.165375	-2.2425	-1.88325	-2.188375	-2.5335
HYAL3	-0.9668	-0.2632	-0.7046	-1.678	-1.5204	-0.809	-0.8578	-1.1076	-1.6148	-0.9996
CLPB	-0.6566	-0.648	0.1962	-0.4922	-1.3502	-1.1902	-1.0548	-0.5532	-0.9928	-0.2944
SMNDC1	-0.0674	0.1028	-0.277	-0.2562	1.7794	-0.4386	-0.7074	-0.3858	-0.6132	-0.3276
DONSON	-2.132625	-1.73225	-2.9345	-2.255125	-2.2025	-2.807875	-2.475375	-2.361125	-2.96525	-2.814375
FLJ27523	-0.232	0.3118	0.0956	0.2534	0.3146	-0.8548	0.5536	0.1335	0.86025	0.2752
BARHL2	0.208	0.16325	0.0815	-0.00275	0.16625	0.099375	-0.045625	0.33125	0.26525	0.09025
SLC30A9	1.25625	0.586125	1.095375	0.91325	0.919375	1.276	1.50225	0.859625	1.249	1.364625
TMPRSS11B	0.276666666667	0.253333333333	0.3058	0.0348	0.239666666667	0.185166666667	0.7816	0.113833333333	-0.227833333333	0.199166666667
E2F8	-2.96875	-1.799	-3.76425	-2.311375	-2.4	-3.175125	-2.964625	-2.984125	-3.625	-3.804375
CCDC25	0.356866666667	-0.17	0.3766	-0.321	-0.778133333333	-0.555933333333	-0.0202666666667	0.232666666667	-0.0180666666667	0.207133333333
C14orf48	-0.0685714285714	-0.4515	0.159285714286	-0.322285714286	-0.169625	-0.208333333333	-0.184	0.208714285714	-0.265125	0.015875
C20orf116	0.348090909091	-0.270909090909	0.676181818182	0.221	0.395909090909	0.401909090909	0.607	0.180727272727	0.276909090909	0.0908181818182
TSPAN11	0.365333333333	0.414	0.0163333333333	1.332	0.513666666667	1.28566666667	1.328	0.940666666667	1.79166666667	1.506
YIF1B	-0.559125	-0.403375	-0.10275	-1.376875	-1.2825	-1.2765	-1.4095	-0.789625	-1.109	-1.22875
FAM12B	-0.004	-0.294333333333	0.251833333333	0.1645	0.0185	0.5986	0.356	0.125666666667	0.4726	0.48025
OR1L6	-0.036	0.113	0.569	0.248	-0.127333333333	0.207666666667	0.091	0.0186666666667	0.189	0.138666666667
HPN	-2.917	-2.9815	-2.60942857143	-2.5345	-3.65364285714	-3.3285	-2.64164285714	-3.24471428571	-2.61078571429	-3.36521428571
NBN	-0.0713	-0.9343	0.2319	-0.0329	-0.7087	-0.1628	-0.1742	-0.0638	-0.0902	-0.0577
C14orf94	-0.7925	-0.61925	-0.04825	0.428875	-1.55675	0.122125	-0.2375	-0.566625	0.114625	-0.25825
OCLM	0.165666666667	-0.654	0.773333333333	0.133333333333	0.114	-0.285333333333	0.0763333333333	0.265666666667	0.127	-0.049
ZSCAN18	2.37161538462	1.42723076923	1.50938461538	1.334	2.06046153846	1.778	1.559	2.02184615385	1.35776923077	0.85
L3MBTL	-1.20030769231	-1.50123076923	-1.34453846154	-0.150769230769	-0.454615384615	-0.538923076923	-0.294	-0.448846153846	-1.132	-0.886846153846
TSTA3	-0.945875	-0.729625	-1.45275	-0.58725	-0.88375	-0.596625	-0.802625	-0.843375	-1.225875	-0.559125
RAC1	0.766181818182	0.223090909091	1.08345454545	0.495636363636	1.11009090909	0.226363636364	0.454363636364	0.835818181818	0.984363636364	0.840727272727
C19orf15	-0.068375	0.28725	0.3495	0.005875	0.28	-0.058875	0.12325	0.272875	-0.109142857143	0.15675
NFE2	-5.1468	-5.5344	-4.4992	-4.9258	-5.3656	-4.4596	-5.113	-4.8086	-4.7294	-5.3374
KLK14	0.204333333333	0.155	0.351333333333	0.0333333333333	0.045	0.125333333333	0.095	0.038	0.235	0.306
ARSF	1.36466666667	0.227333333333	1.58066666667	1.90333333333	1.37766666667	2.60466666667	1.25066666667	1.61866666667	2.849	0.231
MAST2	0.249125	0.167625	0.27925	-0.287375	0.7685	-0.249375	-0.231625	0.524375	-1.137375	-0.25025
AMICA1	0.31925	-1.095625	1.893875	1.680875	0.02825	-0.352875	-0.25525	-0.112125	1.117625	-0.183375
GTF2A1	0.584545454545	0.102636363636	0.316545454545	0.356818181818	-0.0233636363636	0.0577272727273	-0.00527272727273	0.559818181818	0.294363636364	0.405181818182
ATP1A3	-0.1258	-1.872	-0.6364	-1.4186	0.1566	-0.7302	-0.9476	-1.2938	-0.8996	-1.937
TC2N	-1.85557142857	-2.33128571429	-0.732071428571	-2.643	-0.995	-2.90392857143	-2.68442857143	-0.846428571429	-2.15078571429	-2.91357142857
PNKP	-0.8158	-0.5328	-0.773	-0.8694	-0.8086	-1.1734	-0.8026	-1.3004	-0.8082	-0.6704
ODZ2	2.73081818182	0.0648181818182	-0.149090909091	1.03309090909	2.70381818182	2.26954545455	2.52518181818	2.48827272727	-2.62	-2.162
MATR3	0.8818	1.1089	0.7861	0.8597	1.3344	1.1568	1.4049	1.2618	1.0211	1.3372
S100P	-4.85172727273	-5.16145454545	-5.00127272727	-5.09272727273	-5.24281818182	-4.89718181818	-4.87790909091	-4.72527272727	-5.20954545455	-5.05472727273
KRT82	0.349333333333	0.786666666667	-0.0836666666667	0.570333333333	0.283666666667	-0.166666666667	0.521333333333	0.419333333333	0.324333333333	0.586
CA13	0.128307692308	-0.660076923077	0.0345384615385	-0.644769230769	-0.330307692308	-0.674538461538	-0.956846153846	-0.708153846154	-0.557307692308	-0.976166666667
PROZ	-1.420875	-1.330875	-1.021625	-1.487875	-1.375625	-1.685125	-1.535625	-1.0755	-1.962	-1.232375
AASDH	0.208090909091	0.772727272727	0.720545454545	-0.107454545455	0.0558	-0.00872727272727	0.190454545455	-0.0854545454545	0.4628	0.419363636364
C19orf40	-1.734625	-0.133375	-1.90625	-1.7815	-1.014625	-2.377625	-1.5615	-1.85975	-1.78825	-2.0105
DCK	0.4249375	-0.1143125	-0.2348125	0.004125	0.1685	-0.1479375	0.1145	-0.3116875	0.566875	0.3298125
FAM5C	3.4818	0.6364	4.0882	3.8562	3.895	3.8016	3.591	3.872	4.1698	3.9664
SLC6A4	-2.39433333333	-2.78766666667	-2.09	-2.37966666667	-1.92566666667	-2.545	-2.22866666667	-1.89766666667	-3.27333333333	-2.16933333333
MID1IP1	-0.166	0.486272727273	1.40245454545	0.347181818182	0.626363636364	0.172636363636	0.000909090909091	1.072	0.822090909091	0.459363636364
TESSP5	0.0466666666667	0.238	0.172666666667	0.431666666667	-0.114666666667	0.328666666667	0.180666666667	-0.0733333333333	0.122666666667	0.311
TMOD4	0.735	0.159375	-0.15025	1.10375	0.33	1.005	1.572375	1.615375	1.02925	0.925125
DOCK2	-0.705625	-1.33075	-0.5565	-0.7595	-0.841625	-1.20775	-1.104125	-0.5285	-1.137	-0.786
TUG1	0.2904	0.4829	-0.6376	0.5991	1.0446	0.814	0.698	0.6629	0.9241	1.0144
NUP214	-0.6174	-0.5834	-0.5496	-0.8044	-0.0838	-0.7466	-0.5438	-0.4048	-0.5036	-0.59
DPYSL2	2.43824137931	2.52531034483	3.0	2.66455172414	2.59255172414	2.43913793103	2.56410344828	2.64634482759	2.41979310345	2.87882758621
GOLM1	2.3295	2.7379375	2.9566875	1.71225	2.73225	2.1558125	1.7560625	2.5881875	1.861	2.160125
MPFL	0.1722	0.1078	0.2382	-0.1092	0.257	0.091	-0.2432	0.0218	0.3636	0.1366
SOX13	0.4908	1.716	0.9034	0.6746	1.3642	0.7652	1.1158	0.5156	0.45	0.9162
SDCCAG8	1.08123076923	1.06246153846	2.15607692308	1.29746153846	1.47669230769	1.382	1.49807692308	1.61038461538	1.56176923077	1.15953846154
KEL	-2.456375	-2.177875	-2.235875	-2.08025	-2.314875	-2.498625	-1.951	-2.105125	-2.165625	-2.113375
NUP210L	-2.3826	-2.181	-1.6562	-2.3586	-2.3138	-2.289	-2.6138	-2.016	-2.7386	-2.2764
GK	-1.62763636364	-0.784454545455	-1.47118181818	-1.14054545455	-1.12827272727	-0.832545454545	-1.03627272727	-1.199	-0.743272727273	-1.34581818182
DNAJB1	0.5706	0.1746	0.668	-0.3444	0.702	-0.1532	-0.6084	1.8252	0.749	0.3538
ALPK3	0.299	-0.254666666667	0.199666666667	0.287333333333	-0.007	0.0653333333333	0.075	0.318333333333	0.296333333333	0.352
CHID1	0.773	0.169071428571	0.918285714286	0.451142857143	0.212142857143	0.329142857143	0.768642857143	-0.395571428571	0.810071428571	0.896
CYLC2	0.009125	0.07375	0.03975	0.113625	-0.299	0.356375	-0.06925	-0.334857142857	-0.088375	0.468375
IKZF5	0.3724	0.6094	0.6756	0.7712	0.2838	0.6058	0.4764	0.3602	0.4798	0.7144
C8orf51	-1.440375	0.949375	-1.259125	-2.159	-1.378625	-2.395875	-1.8825	-1.753625	-2.68625	-1.853125
PPM1J	-0.5808	-2.273	-0.3494	-1.8596	-0.63	-0.986	-1.309	-0.794	-1.5716	-1.5356
GIMAP8	2.9665	1.724375	3.144	3.404125	2.63675	2.40475	2.961	2.0705	2.90625	3.590375
GPR101	0.019	-0.1185	0.00233333333333	-0.019	0.411	-0.0993333333333	0.021	-0.436666666667	0.00833333333333	-0.054
NR2F1	1.462	1.78333333333	3.66633333333	1.299	2.156	2.866	2.03866666667	3.36166666667	1.847	1.46666666667
ACAD8	0.9746	1.2868	0.6976	0.573	1.1272	0.7818	0.6132	1.0898	1.1432	0.8724
RBM35A	-2.2944	-2.0174	-2.494	-2.8906	-2.7796	-2.763	-2.045	-3.0494	-3.4148	-2.2274
GNAI2	0.73875	-0.10175	1.212125	0.687375	0.4625	0.499	0.796875	0.279625	0.326875	1.0375
METTL8	-0.874625	-0.102875	-0.276	-0.44425	-0.644	-0.909875	-0.860875	-0.72125	-0.949625	-1.35375
SLC39A7	-2.1246	-2.7108	-1.3688	-2.6614	-1.8362	-2.2896	-1.7824	-1.5936	-1.9958	-1.8902
FBXO8	0.813	0.7422	1.5818	0.8966	1.338	1.065	1.0494	0.6686	1.4516	1.6084
CAMK1	2.1872	0.059	1.7794	1.2812	1.5094	1.521	1.5152	0.5084	1.2042	1.2486
RFC3	-1.56272727273	-0.128545454545	-2.06127272727	-0.571272727273	-0.397181818182	-1.58627272727	-0.768454545455	-2.465	-1.96690909091	-1.49172727273
FAM129A	-1.67233333333	-2.82022222222	-2.69755555556	-1.29883333333	-1.72816666667	-2.22022222222	-2.44027777778	-2.46916666667	-1.8445	-0.519944444444
ILF2	-0.4054	0.1386	-0.8516	-0.3356	0.1152	-0.5404	-0.2768	-0.1282	-0.6396	-0.4078
FGFBP3	1.5122	1.9562	1.668	2.5009	1.7898	2.3481	1.9193	2.4313	2.8978	2.4574
NOM1	-1.250875	-1.01475	-1.16525	-1.06375	-1.30585714286	-1.266125	-0.90325	-1.397125	-1.82114285714	-1.00175
PSMA3	-0.8788	-1.1394	-0.8876	-1.1948	-1.7932	-1.2168	-1.3556	-0.9912	-0.9166	-0.9388
ASCC3	-0.631692307692	-0.860076923077	-1.50507692308	0.121153846154	-0.698	-0.829076923077	-0.162230769231	-0.527	-0.0519230769231	-0.347
ZYG11A	-5.8138	-5.061	-4.56	-6.1684	-4.8932	-5.14	-5.1558	-4.5302	-5.4578	-4.85925
SOX21	2.49454545455	2.31972727273	2.79309090909	1.19618181818	-0.152636363636	2.67345454545	2.285	2.00590909091	2.97309090909	-0.236181818182
LYRM1	0.5752	0.3706	0.999	0.831	0.5672	1.254	1.0016	0.7698	1.1812	1.1452
DEFB1	-2.1215	-2.804	-1.0275	-2.5005	-2.0195	-3.2855	-1.5645	-1.699	-2.2855	-1.4615
LOC91431	-2.681	-1.26475	-3.39325	-1.500375	-1.543625	-3.158875	-1.8025	-2.168625	-3.316375	-2.2455
OR7C2	0.082	0.201	0.00233333333333	0.159333333333	0.064	0.146	0.151	0.0203333333333	-0.0423333333333	0.405
FAM46B	-1.32354545455	-2.472	-2.04454545455	-2.29445454545	-1.95854545455	-2.30754545455	-2.09509090909	-1.23918181818	-1.90554545455	-2.80490909091
TMEM18	-0.5057	0.7254	-0.3156	0.4346	-0.1036	0.2748	0.3098	-0.3247	-0.2379	-0.0449
ARHGAP30	0.054125	-1.06375	0.611	-0.06775	0.1955	-0.51925	-0.867625	0.40475	-0.501125	-0.670625
TMEM86A	1.626625	1.244125	1.726875	1.7165625	1.6435	2.1466875	1.61425	1.290625	1.8551875	1.7285
EPHA2	-1.834	-2.650375	-1.932125	-1.59875	-2.169625	-1.941	-2.642	-1.4555	-0.54275	-0.872625
C10orf46	0.135923076923	-0.388153846154	-0.00992307692308	0.209769230769	-0.429653846154	0.148538461538	-0.0601923076923	0.3465	0.0493461538462	0.209038461538
TCHH	-1.284875	-0.62525	-0.650875	0.268625	-0.3	-0.4305	-0.589375	0.429125	-1.093	-1.316875
C3orf30	-0.093625	0.28475	-0.198625	-0.082125	0.04775	0.327428571429	0.1065	0.092125	0.068875	0.01825
LOC285636	0.087125	-0.084625	0.514	0.298	0.250375	0.474375	0.332625	0.506625	1.066	0.861625
PAIP2	1.1566	0.7428	1.217	0.8286	0.8714	1.1146	0.9594	0.9442	0.8772	0.7678
CYP2U1	1.19272727273	1.00181818182	1.4103	1.4177	1.27327272727	1.32163636364	1.40263636364	1.08272727273	1.57381818182	1.59727272727
C12orf34	2.8886	3.5306	3.3114	3.4632	2.3662	3.2764	3.595	2.9082	3.6842	3.8012
SARS2	-0.581125	-0.66025	-0.00275	-1.017375	-0.81775	-1.026	-0.85525	-1.151125	-1.296625	-1.10875
ZCWPW1	1.2744	1.6888	1.3924	2.831	0.5694	1.7752	1.7744	2.1482	1.4752	0.7428
SAMD12	1.0671	-0.4795	0.4273	0.6328	0.5322	1.1969	0.902	0.1704	0.2308	0.3498
KIAA1430	0.453818181818	0.466181818182	0.512363636364	0.696545454545	0.464090909091	0.511363636364	0.763545454545	-0.192363636364	0.614909090909	0.960454545455
ACAT1	0.307166666667	0.0565	0.518333333333	0.407666666667	-0.3495	0.706333333333	0.662666666667	0.0951666666667	0.532833333333	0.586333333333
MEOX1	-0.64325	-0.71275	-0.398625	-0.8595	-0.77675	-0.639125	-0.7235	-0.923	-1.079	-0.495857142857
ADAMDEC1	0.711	1.6734	2.517	3.1764	2.7444	0.3518	1.4328	1.43	5.0276	2.0776
PHKA2	-2.4652	-0.1334	-0.5178	-0.7446	-0.8526	-1.6334	-0.9048	-0.7982	-1.156	-1.3718
CARD11	-1.11475	-1.648	-0.541875	-1.7435	-0.841125	-1.329125	-1.685125	-0.9965	-1.679875	-1.4875
CALML4	-1.96433333333	-0.298666666667	-1.59433333333	-2.08566666667	-2.05766666667	-2.46933333333	-1.933	-1.80866666667	-1.95033333333	-1.89833333333
TSSC1	0.4844	1.3688	0.5294	0.7966	0.9402	0.9276	1.0402	0.6272	0.7232	0.7518
TMEM45A	-3.01827272727	-0.323181818182	-2.854	-0.624272727273	-1.27527272727	-1.19418181818	-0.730909090909	-2.21045454545	-3.031	-1.50118181818
MPP7	-0.442272727273	-2.36381818182	-1.335	-1.86918181818	-1.83972727273	-0.431818181818	-1.68709090909	-2.10545454545	-0.614090909091	-1.94327272727
POU1F1	0.5978	0.504333333333	0.188166666667	0.377833333333	0.326666666667	0.5314	0.878166666667	0.781333333333	0.311833333333	0.845833333333
SLC2A13	1.53978571429	0.478785714286	0.502857142857	1.87135714286	2.01521428571	1.72142857143	1.814	1.8	1.6365	2.38485714286
FBN2	-0.138315789474	0.346	-0.137526315789	0.0534210526316	-0.127789473684	0.127736842105	-1.48938888889	-0.103736842105	-1.26247368421	-0.397631578947
ZC3H7A	-0.197692307692	0.00592307692308	-0.365538461538	0.215230769231	0.508384615385	0.204615384615	0.318846153846	0.234615384615	-0.402230769231	0.0564615384615
LAIR2	-2.0722	-2.3298	-2.3586	-2.522	-2.2976	-1.0132	-2.157	-2.7124	-2.3962	-2.4032
ST3GAL1	-1.091625	-2.230125	-1.362125	-1.09075	-2.16225	-1.284375	-2.1645	-1.558625	-1.4635	-0.87975
LCT	-2.68166666667	-2.4095	-1.80783333333	-2.61683333333	-2.18183333333	-2.81883333333	-2.61566666667	-2.45466666667	-2.62133333333	-2.30516666667
GEMIN8	-0.19825	0.344	1.248875	0.289375	0.309	0.801375	0.637625	0.292625	0.624125	0.357875
KLF16	-0.182230769231	-0.278230769231	0.563538461538	-0.193615384615	-0.154153846154	-0.435538461538	-0.557692307692	-0.190461538462	0.023	-0.120769230769
HIF3A	0.490785714286	0.430142857143	1.14992857143	0.959071428571	0.690428571429	2.123	0.761714285714	1.39278571429	1.19314285714	0.732
FAM44A	-0.151777777778	-0.1725	-0.613	-0.165	0.368388888889	-0.169277777778	0.303944444444	0.725055555556	-0.186944444444	0.170444444444
AQP10	-1.35030769231	-1.239	-1.18476923077	-1.377	-1.37053846154	-1.33061538462	-1.53361538462	-1.28223076923	-1.431	-1.17353846154
PLA2G2A	-2.04333333333	-1.93066666667	-1.69133333333	-2.38733333333	-1.98566666667	-2.137	-2.38433333333	-1.74933333333	-3.08966666667	-1.87766666667
FOLH1	1.684125	2.36325	1.969125	3.769375	-0.26275	1.561	3.44975	0.47775	3.03075	0.147125
C20orf186	-0.0496666666667	0.14	-0.514666666667	0.00133333333333	0.233666666667	0.3	0.081	0.103666666667	-0.486	0.231666666667
MAPKAP1	0.531636363636	0.0465454545455	0.724	0.123909090909	1.03963636364	0.624454545455	0.442454545455	0.905818181818	0.526727272727	0.375818181818
SPRR2D	-0.8776	-1.0046	-0.7792	-1.1858	-1.2614	-1.2148	-1.7106	-0.8872	-1.7374	-0.9608
UBQLN4	0.6135	0.537875	0.729625	0.5075	0.912875	1.072625	1.035625	0.70325	0.6575	0.8965
RSHL1	0.09225	-0.00225	0.30025	0.091375	0.08875	0.13975	0.072	0.09125	0.383875	0.13025
PIAS3	-0.2566	-0.2151	-0.4374	-0.4129	-0.2115	-0.411	-0.6219	-0.5001	-0.1416	-0.2711
MRPL24	0.2252	0.1582	0.3878	0.2082	0.051	0.1618	0.3436	0.432	0.2574	0.4314
GREB1	-2.30418181818	-2.98654545455	-2.55709090909	-2.33154545455	-2.124	-2.41781818182	-3.08863636364	-2.58454545455	-2.25809090909	-2.46018181818
FAM27E3	-0.1565	0.236	-2.4815	-0.2405	0.7895	-0.1775	-0.2375	1.0025	-1.002	-0.2945
NUP62CL	-4.3662	-4.5892	-3.3278	-4.611	-3.7532	-4.7092	-4.4606	-3.9796	-3.6454	-5.004
NEUROG3	-0.349333333333	-0.0846666666667	1.019	-0.355	0.115666666667	-0.891333333333	-1.434	0.0143333333333	0.186	0.169
REEP3	0.810666666667	0.280266666667	0.0252	0.5708	-0.326	-0.487866666667	0.4516	-0.1276	0.303533333333	0.937133333333
MARK1	2.196	2.2738	1.7061	2.2335	2.6539	2.7321	2.0972	2.3622	2.3226	2.1569
LMBRD1	1.6518	0.085	1.503	1.6	1.6664	1.8592	1.4806	1.5248	1.9268	1.5932
PRPF19	-1.973	-1.352	-1.535	-1.6635	-1.3175	-1.967	-2.014	-1.146	-2.049	-1.7635
PNMT	-0.02025	-0.32875	0.283875	-0.212	0.5925	1.443875	0.338125	0.23975	0.0335	-0.466875
CTGLF1	-0.793	0.7285	-0.9745	-0.2485	-0.6055	-0.404	-0.173	0.3625	-1.4035	-0.8205
SLC25A16	-1.40483333333	-1.2235	-1.03483333333	-1.19433333333	-1.54016666667	-1.44383333333	-1.173	-1.262	-0.758166666667	-1.41083333333
EIF2B3	-0.8235	-0.973	-1.2085	-0.898	-0.901	-1.4455	-1.231	-1.3245	-1.7575	-1.108
RPA2	0.3572	0.7762	0.0804	-0.2044	0.7986	-0.36	-0.5138	0.41	-0.2016	-0.717
PAK6	1.61325	0.17025	0.7905	0.603875	1.113	1.492125	0.9345	0.71425	-0.246875	0.097875
CCDC26	-1.9066	-1.1056	-2.2	-0.2632	-3.2688	-1.6841	0.3745	-2.2955	-3.5461	-2.6664
SEMA3E	0.290545454545	-0.418727272727	0.474181818182	1.55081818182	0.956818181818	0.0679090909091	0.178909090909	-0.347636363636	0.236909090909	1.29154545455
MXD4	1.05492307692	1.10969230769	1.067	0.981615384615	1.05938461538	0.771230769231	1.33723076923	1.10161538462	0.832615384615	1.745
