Platform Type	Center	Platform	Level	Sample	Barcode	File Name
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0156-01	TCGA-06-0156-01A-03R-0229-07/TCGA-06-0156-01A-02R-0229-07/TCGA-06-0156-01A-01R-0229-07	US45102955_251584710500_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0168-01	TCGA-06-0168-01A-02R-0229-07/TCGA-06-0168-01A-01R-0229-07	US45102955_251584710501_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0184-01	TCGA-06-0184-01A-01R-0229-07	US45102955_251584710502_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0208-01	TCGA-06-0208-01B-01R-0229-07/TCGA-06-0208-01A-01R-0229-07	US45102955_251584710503_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0237-01	TCGA-06-0237-01A-02R-0229-07	US45102955_251584710504_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0213-01	TCGA-06-0213-01A-01R-0229-07	US45102955_251584710505_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0210-01	TCGA-06-0210-01A-01R-0229-07/TCGA-06-0210-01B-01R-0229-07	US45102955_251584710506_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0165-01	TCGA-06-0165-01A-01R-0229-07	US45102955_251584710510_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0154-01	TCGA-06-0154-01A-02R-0229-07/TCGA-06-0154-01A-03R-0229-07	US45102955_251584710511_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0167-01	TCGA-06-0167-01A-01R-0229-07	US45102955_251584710512_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0178-01	TCGA-06-0178-01A-01R-0229-07	US45102955_251584710514_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0197-01	TCGA-06-0197-01A-02R-0229-07	US45102955_251584710515_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0221-01	TCGA-06-0221-01A-01R-0229-07	US45102955_251584710516_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0206-01	TCGA-06-0206-01A-01R-0229-07	US45102955_251584710517_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0269-01	TCGA-02-0269-01B-01R-0282-07	US45102955_251780410007_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0337-01	TCGA-02-0337-01A-01R-0282-07	US45102955_251780410008_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0446-01	TCGA-02-0446-01A-01R-0282-07	US45102955_251780410009_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0177-01	TCGA-06-0177-01A-01R-0282-07	US45102955_251780410010_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0410-01	TCGA-06-0410-01A-01R-0282-07	US45102955_251780410011_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0514-01	TCGA-08-0514-01A-01R-0282-07	US45102955_251780410012_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0525-01	TCGA-08-0525-01A-01R-0282-07	US45102955_251780410013_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0271-01	TCGA-02-0271-01A-01R-0282-07	US45102955_251780410014_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0325-01	TCGA-02-0325-01A-01R-0282-07	US45102955_251780410015_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0338-01	TCGA-02-0338-01A-01R-0282-07	US45102955_251780410016_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0451-01	TCGA-02-0451-01A-01R-0282-07	US45102955_251780410017_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0179-01	TCGA-06-0179-01A-02R-0282-07	US45102955_251780410018_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0412-01	TCGA-06-0412-01A-01R-0282-07	US45102955_251780410019_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0516-01	TCGA-08-0516-01A-01R-0282-07	US45102955_251780410020_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0529-01	TCGA-08-0529-01A-02R-0282-07	US45102955_251780410021_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0106-01	TCGA-02-0106-01A-01R-0282-07	US45102955_251780410022_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0281-01	TCGA-02-0281-01A-01R-0282-07	US45102955_251780410023_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0326-01	TCGA-02-0326-01A-01R-0282-07	US45102955_251780410024_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0517-01	TCGA-08-0517-01A-01R-0282-07	US45102955_251780410038_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0531-01	TCGA-08-0531-01A-01R-0282-07	US45102955_251780410039_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0111-01	TCGA-02-0111-01A-01R-0282-07	US45102955_251780410040_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0285-01	TCGA-02-0285-01A-01R-0282-07	US45102955_251780410041_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0422-01	TCGA-02-0422-01A-01R-0282-07	US45102955_251780410042_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0146-01	TCGA-06-0146-01A-01R-0282-07	US45102955_251780410043_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0194-01	TCGA-06-0194-01A-01R-0282-07	US45102955_251780410044_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0414-01	TCGA-06-0414-01A-01R-0282-07	US45102955_251780410045_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0518-01	TCGA-08-0518-01A-01R-0282-07	US45102955_251780410046_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0289-01	TCGA-02-0289-01A-01R-0282-07	US45102955_251780410047_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0330-01	TCGA-02-0330-01A-01R-0282-07	US45102955_251780410048_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0339-01	TCGA-02-0339-01A-01R-0282-07	US45102955_251780410049_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0456-01	TCGA-02-0456-01A-01R-0282-07	US45102955_251780410050_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0182-01	TCGA-06-0182-01A-01R-0282-07	US45102955_251780410051_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0413-01	TCGA-06-0413-01A-01R-0282-07	US45102955_251780410052_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0430-01	TCGA-02-0430-01A-01R-0282-07	US45102955_251780410053_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0149-01	TCGA-06-0149-01A-05R-0282-07	US45102955_251780410054_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0394-01	TCGA-06-0394-01A-01R-0282-07	US45102955_251780410055_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0509-01	TCGA-08-0509-01A-01R-0282-07	US45102955_251780410056_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0520-01	TCGA-08-0520-01A-01R-0282-07	US45102955_251780410057_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0258-01	TCGA-02-0258-01A-01R-0282-07	US45102955_251780410058_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0290-01	TCGA-02-0290-01A-01R-0282-07	US45102955_251780410059_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0432-01	TCGA-02-0432-01A-02R-0282-07	US45102955_251780410060_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0521-01	TCGA-08-0521-01A-01R-0282-07	US45102955_251780410061_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0260-01	TCGA-02-0260-01A-03R-0282-07	US45102955_251780410062_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0317-01	TCGA-02-0317-01A-01R-0282-07	US45102955_251780410063_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0333-01	TCGA-02-0333-01A-02R-0282-07	US45102955_251780410064_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0439-01	TCGA-02-0439-01A-01R-0282-07	US45102955_251780410065_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0164-01	TCGA-06-0164-01A-01R-0282-07	US45102955_251780410066_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0402-01	TCGA-06-0402-01A-01R-0282-07	US45102955_251780410067_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0511-01	TCGA-08-0511-01A-01R-0282-07	US45102955_251780410068_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0522-01	TCGA-08-0522-01A-01R-0282-07	US45102955_251780410069_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0266-01	TCGA-02-0266-01A-01R-0282-07	US45102955_251780410070_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0321-01	TCGA-02-0321-01A-01R-0282-07	US45102955_251780410071_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0087-01	TCGA-02-0087-01A-01R-0282-07	US45102955_251780410072_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0332-01	TCGA-02-0332-01A-01R-0282-07	US45102955_251780410073_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0079-01	TCGA-02-0079-01A-03R-0308-07	US45102955_251780410074_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0084-01	TCGA-02-0084-01A-03R-0308-07	US45102955_251780410075_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0127-01	TCGA-06-0127-01A-01R-0308-07	US45102955_251780410076_S02_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0162-01	TCGA-06-0162-01A-01R-0282-07	US45102955_251780410077_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0397-01	TCGA-06-0397-01A-01R-0282-07	US45102955_251780410078_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0510-01	TCGA-08-0510-01A-01R-0282-07	US45102955_251780410079_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0440-01	TCGA-02-0440-01A-01R-0282-07	US45102955_251780410081_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0175-01	TCGA-06-0175-01A-01R-0282-07	US45102955_251780410082_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0409-01	TCGA-06-0409-01A-02R-0282-07	US45102955_251780410083_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0512-01	TCGA-08-0512-01A-01R-0282-07	US45102955_251780410084_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0524-01	TCGA-08-0524-01A-01R-0282-07	US45102955_251780410085_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0375-01	TCGA-08-0375-01A-01R-0300-07	US45102955_251780410086_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0324-01	TCGA-02-0324-01A-01R-0282-07	US45102955_251780410087_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0645-01	TCGA-06-0645-01A-01R-0308-07	US45102955_251780410108_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0646-01	TCGA-06-0646-01A-01R-0308-07	US45102955_251780410109_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-06-0648-01	TCGA-06-0648-01A-01R-0308-07	US45102955_251780410110_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0345-01	TCGA-08-0345-01A-01R-0308-07	US45102955_251780410111_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0349-01	TCGA-08-0349-01A-01R-0308-07	US45102955_251780410112_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0352-01	TCGA-08-0352-01A-01R-0308-07	US45102955_251780410113_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0358-01	TCGA-08-0358-01A-01R-0308-07	US45102955_251780410114_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0373-01	TCGA-08-0373-01A-01R-0308-07	US45102955_251780410115_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0386-01	TCGA-08-0386-01A-01R-0308-07	US45102955_251780410116_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0615-01	TCGA-12-0615-01A-01R-0308-07	US45102955_251780410117_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-12-0616-01	TCGA-12-0616-01A-01R-0308-07	US45102955_251780410118_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0004-01	TCGA-02-0004-01A-01R-0300-07	US45102955_251780410143_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0048-01	TCGA-02-0048-01A-01R-0300-07	US45102955_251780410144_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0245-01	TCGA-08-0245-01A-01R-0300-07	US45102955_251780410145_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0353-01	TCGA-08-0353-01A-01R-0300-07	US45102955_251780410146_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0380-01	TCGA-08-0380-01A-01R-0300-07	US45102955_251780410147_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0051-01	TCGA-02-0051-01A-01R-0300-07	US45102955_251780410148_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0246-01	TCGA-08-0246-01A-01R-0300-07	US45102955_251780410149_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0354-01	TCGA-08-0354-01A-01R-0300-07	US45102955_251780410150_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0015-01	TCGA-02-0015-01A-01R-0300-07	US45102955_251780410151_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0059-01	TCGA-02-0059-01A-01R-0300-07	US45102955_251780410152_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0344-01	TCGA-08-0344-01A-01R-0300-07	US45102955_251780410153_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0355-01	TCGA-08-0355-01A-01R-0300-07	US45102955_251780410154_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0385-01	TCGA-08-0385-01A-01R-0300-07	US45102955_251780410155_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0016-01	TCGA-02-0016-01A-01R-0300-07	US45102955_251780410156_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0068-01	TCGA-02-0068-01A-01R-0300-07	US45102955_251780410157_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0346-01	TCGA-08-0346-01A-01R-0300-07	US45102955_251780410158_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0356-01	TCGA-08-0356-01A-01R-0300-07	US45102955_251780410159_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0389-01	TCGA-08-0389-01A-01R-0300-07	US45102955_251780410160_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0023-01	TCGA-02-0023-01B-01R-0300-07	US45102955_251780410161_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0070-01	TCGA-02-0070-01A-01R-0300-07	US45102955_251780410162_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0347-01	TCGA-08-0347-01A-01R-0300-07	US45102955_251780410163_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0357-01	TCGA-08-0357-01A-01R-0300-07	US45102955_251780410164_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0390-01	TCGA-08-0390-01A-01R-0300-07	US45102955_251780410165_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0025-01	TCGA-02-0025-01A-01R-0300-07	US45102955_251780410166_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0104-01	TCGA-02-0104-01A-01R-0300-07	US45102955_251780410167_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0348-01	TCGA-08-0348-01A-01R-0300-07	US45102955_251780410168_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0359-01	TCGA-08-0359-01A-01R-0300-07	US45102955_251780410169_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-08-0392-01	TCGA-08-0392-01A-01R-0300-07	US45102955_251780410170_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_2	3	TCGA-02-0026-01	TCGA-02-0026-01B-01R-0300-07	US45102955_251780410171_S01_GE2-v5_95_Feb07.txt_lmean.out.logratio.gene.tcga_level3.data.txt
